id,price
15035,505206.8302066998
15036,466612.2123060167
15037,1337887.795843323
15038,299822.81013642246
15039,327082.1779853069
15040,302856.2864814716
15041,424816.19886465237
15042,699799.0524019294
15043,274390.2647961452
15044,430119.7347009678
15045,683631.4440406183
15046,222013.84858697274
15047,531451.909611213
15048,523831.69163032237
15049,907937.6868033526
15050,203539.6036173792
15051,415718.6067962967
15052,479901.6309613042
15053,1078372.116478305
15054,417889.3672767149
15055,486641.5112836772
15056,574334.1426876634
15057,1112481.7898483053
15058,348995.15818867995
15059,445623.3725461563
15060,496473.43780731724
15061,325928.25271087163
15062,590631.1792455376
15063,276822.5018137811
15064,607141.7959997035
15065,877402.0223299703
15066,342229.28809444816
15067,616973.4936201754
15068,1099320.2985056436
15069,395009.8016881516
15070,547665.7390279612
15071,549229.8399100498
15072,540020.7027087801
15073,382611.6618281663
15074,369852.6832652531
15075,741226.6612615928
15076,1287632.8483856479
15077,425994.9405832778
15078,213245.05239275252
15079,849083.9051432705
15080,484733.7882084237
15081,529168.5525052164
15082,632140.1488933271
15083,290949.8072571786
15084,539854.5082180677
15085,926131.3420127218
15086,539370.790855524
15087,309558.59389162937
15088,493557.45297256426
15089,207700.19599115843
15090,364374.8742024815
15091,280165.4780567992
15092,272891.42043383524
15093,497590.9372766762
15094,282339.68407395924
15095,244651.18573549553
15096,585283.5682028147
15097,781437.3319299051
15098,479534.92772138084
15099,228665.7364064258
15100,461412.07149190374
15101,171968.0537883878
15102,486252.7179327898
15103,742038.4470738517
15104,485612.36365191604
15105,292157.9549047944
15106,485512.87694538984
15107,504190.05165243056
15108,373615.40165173577
15109,324504.2927503999
15110,250774.16696935473
15111,500968.265554984
15112,362932.36684141017
15113,398404.0041185478
15114,220968.32515540317
15115,400423.21191121207
15116,470869.14674072823
15117,313885.8858933492
15118,444492.5193776011
15119,674331.5290575786
15120,436389.0777998534
15121,239401.89375684998
15122,287571.6078038601
15123,707805.4218152937
15124,475160.64500911516
15125,567402.708080711
15126,420175.41391657817
15127,907842.3660378
15128,483961.1510131385
15129,243789.88562159578
15130,224094.35529335542
15131,220854.81762667943
15132,669437.5338972218
15133,1116160.5973907495
15134,582768.7897601065
15135,644191.5549533272
15136,266211.633730051
15137,723937.6085836228
15138,288259.2228372515
15139,431292.36689045397
15140,653474.9383893057
15141,369189.56874060794
15142,450912.41296709393
15143,508303.3698836232
15144,617985.7950068435
15145,479342.2319957569
15146,516695.099193056
15147,321591.1729437293
15148,261385.24847669105
15149,503312.214982421
15150,408614.24892510846
15151,500204.0351150411
15152,304232.1951297612
15153,358451.4371337651
15154,857269.2692437699
15155,188610.65575495502
15156,398519.71752689336
15157,338854.2270585329
15158,360945.78890840197
15159,310640.89991293557
15160,492796.6779860669
15161,1084999.1519801586
15162,461428.85794011294
15163,403554.1853912113
15164,511404.11301983125
15165,652083.8046481446
15166,1027614.0926306965
15167,574696.4676719189
15168,786003.0053632393
15169,790947.5902963715
15170,178099.08608921306
15171,481075.71230172494
15172,233377.54535631175
15173,647476.6097220954
15174,173246.56106935602
15175,224129.38105951113
15176,583881.8889028829
15177,308691.3475948177
15178,432342.8806096064
15179,897391.4327105894
15180,704690.7365237036
15181,320906.812581977
15182,750175.7647211361
15183,296419.63612577016
15184,434483.8423620295
15185,382839.75787331373
15186,1041592.0330756987
15187,401613.41235023853
15188,472583.074506798
15189,354576.1382086514
15190,668397.2155730352
15191,251170.7677600311
15192,473969.86800543347
15193,511149.5850871565
15194,245312.87419152277
15195,295684.9548310627
15196,549295.0489087685
15197,542317.476163939
15198,475107.4144156181
15199,365098.5703538519
15200,269689.15998583403
15201,649740.0134598815
15202,432897.9217036711
15203,186763.8600429365
15204,196124.71300989966
15205,336590.72674305574
15206,2023914.8454095754
15207,454232.5163047613
15208,329415.05100142764
15209,305830.2024172186
15210,334371.3371791893
15211,313530.5031070312
15212,719341.4061107009
15213,466156.0893082889
15214,327705.0857511416
15215,470973.7078628492
15216,253890.5952908565
15217,209622.9158976496
15218,460507.7655652979
15219,365896.8477688234
15220,350248.0080547642
15221,726250.0195179281
15222,261702.27380488225
15223,479365.091730868
15224,558160.0508445028
15225,437077.62294894556
15226,206571.05678513096
15227,518670.1514251407
15228,465366.0261149664
15229,610331.4269514845
15230,364148.700385754
15231,212156.9178942097
15232,504587.1489751306
15233,501882.5330027207
15234,1434468.502922011
15235,423086.32290867664
15236,389582.2792361083
15237,299985.37588235585
15238,549272.7756125188
15239,572366.6139688033
15240,423775.9905761919
15241,361318.35547526483
15242,504496.7191251656
15243,299551.7560115202
15244,662710.5545458833
15245,481746.25586305605
15246,585690.972258922
15247,332766.1213166669
15248,580468.1662600015
15249,341206.65839825606
15250,1733466.5542446491
15251,375129.7978745601
15252,693636.5196705526
15253,425457.95430948475
15254,427332.86766295973
15255,327509.3216815183
15256,306826.35792533087
15257,360202.6398351124
15258,518719.4360110783
15259,218841.44101757038
15260,493359.0824315632
15261,263279.03329701984
15262,444877.78404334944
15263,352166.80447561026
15264,479492.5900752008
15265,804201.5933764824
15266,407149.2588452012
15267,445254.9328391342
15268,438165.5367749798
15269,515329.0196426428
15270,805532.9580340281
15271,905985.3382640778
15272,288046.0021760055
15273,259805.24482292245
15274,600835.8633538224
15275,371272.37502657983
15276,574170.081087071
15277,304808.77151637134
15278,1197852.1356943576
15279,275219.50058332284
15280,651008.899598495
15281,1039508.6357566694
15282,397121.3354049175
15283,256604.20752339694
15284,1050923.7547748408
15285,921679.293063834
15286,484374.7549732415
15287,706617.2180574872
15288,818705.5087493068
15289,703025.6117451161
15290,412280.0520274796
15291,458636.2242431549
15292,454821.55720573815
15293,513984.5233303956
15294,779829.4455295512
15295,383384.94283614535
15296,216686.52402186394
15297,206871.00170946762
15298,890105.4123842565
15299,416149.06512709014
15300,282724.1623361314
15301,444895.3926631989
15302,181764.45125320432
15303,437302.95991774276
15304,792341.4111709226
15305,246677.4614370555
15306,517315.25377938943
15307,612315.1954642308
15308,518677.69068178337
15309,310842.1731422377
15310,394320.41491124063
15311,601102.4513236581
15312,475873.98482550576
15313,1679207.3096750558
15314,237265.41984685737
15315,1512991.3072808362
15316,350437.8810069549
15317,508547.2820910131
15318,518863.4430246841
15319,1349274.7569613722
15320,601867.2972936635
15321,227126.08074235433
15322,712060.2684872326
15323,299307.28805397474
15324,408412.88138559053
15325,360137.9953000339
15326,671466.0382088367
15327,289102.4313678106
15328,737376.385853823
15329,477179.5185401659
15330,806029.3222095415
15331,431006.3660813842
15332,495566.2134526463
15333,446617.8509810631
15334,290290.2353132468
15335,550783.6773952553
15336,360955.6693638505
15337,209362.43711007904
15338,616199.2414799472
15339,342364.92488956323
15340,327470.26083112706
15341,329321.0173107551
15342,217380.92838672976
15343,268957.05482947093
15344,765643.1711167947
15345,191268.24722575746
15346,433853.98468689853
15347,437867.37471426313
15348,1346482.2226914763
15349,281172.5644643995
15350,357417.45187144144
15351,409950.45660068
15352,1607599.3187299704
15353,349333.2143307305
15354,293519.97161773656
15355,621203.1268867741
15356,753229.9769064328
15357,779954.4929208702
15358,1013469.8419188856
15359,367310.42938043276
15360,553849.5439576805
15361,262538.2175889843
15362,475748.50460270414
15363,493112.1275038135
15364,520255.32145639893
15365,441964.1944963179
15366,546806.6141903636
15367,421002.7583595472
15368,451385.47642460396
15369,435149.5567266145
15370,444236.76135394414
15371,327633.2752181743
15372,225469.78977782658
15373,336031.3489649646
15374,383470.8959994345
15375,902369.649054498
15376,483066.16683009116
15377,461006.42814803985
15378,606039.5590709962
15379,306170.78769625956
15380,484451.7737488125
15381,766390.4535934641
15382,610964.0372445668
15383,657204.1360193198
15384,318263.57309847657
15385,1710824.821102382
15386,433421.51287830964
15387,584673.285224553
15388,428688.7753575207
15389,370925.9295940818
15390,389122.74197045557
15391,272796.69884317875
15392,287366.6573507914
15393,345728.4813344397
15394,429033.3635136886
15395,244212.70010839714
15396,268516.2964786561
15397,543383.1618132455
15398,226251.6926104224
15399,561751.3209566809
15400,782065.088059591
15401,440144.28402240854
15402,848493.6030600285
15403,258626.9305384609
15404,666352.2724380017
15405,389532.1138934662
15406,956624.2999393037
15407,339367.7719909943
15408,488970.2143287466
15409,627501.9843000709
15410,316263.4642172934
15411,483962.40776026447
15412,289660.0337838111
15413,265743.3234987882
15414,322258.5371101456
15415,540029.0009442854
15416,1269834.155999661
15417,453908.3729562993
15418,413125.7972869859
15419,462917.4497624262
15420,577423.2479964825
15421,665538.1122503025
15422,799692.0984872801
15423,424971.5367778338
15424,462802.3091021028
15425,1503191.299151344
15426,341564.7199467423
15427,685162.3434185712
15428,619083.6481432666
15429,773834.4323351537
15430,427842.03467367706
15431,358996.2003372093
15432,220710.8313738113
15433,480589.3125655174
15434,346168.29227751325
15435,763107.2265252937
15436,435797.76652982226
15437,1056613.7300999823
15438,615090.3219645079
15439,532714.1311619396
15440,672002.4592930002
15441,680851.479476233
15442,493433.07876194536
15443,361266.29230321536
15444,442023.0700247863
15445,475878.9799064214
15446,446084.72876899526
15447,363837.78474577854
15448,253048.84330850845
15449,217696.23965867565
15450,301197.12607102003
15451,567768.7273597078
15452,289070.1570262577
15453,538483.2727458016
15454,858719.5506896776
15455,1336556.7498972965
15456,440987.96282502136
15457,501004.1391995797
15458,333015.1584950955
15459,959358.192763915
15460,601003.8548815313
15461,411923.7549320208
15462,560332.7781135712
15463,186003.01507734592
15464,271265.8382181594
15465,751226.4909748283
15466,184503.75464856325
15467,476226.64102345635
15468,371798.56121768686
15469,230440.0915777478
15470,469575.8392731109
15471,617757.488859888
15472,337591.51917415403
15473,540290.2394118384
15474,691703.1029322005
15475,788418.8285210788
15476,594667.3355015533
15477,583528.9404006694
15478,382691.95506060927
15479,288411.5549434356
15480,350329.2724633
15481,227204.26031769475
15482,1283880.8884630245
15483,289647.14373809786
15484,607429.1460823898
15485,229650.77998433856
15486,471238.77602035564
15487,472196.6027763031
15488,248113.55756821565
15489,311720.7640707508
15490,348153.292627151
15491,281359.3927910351
15492,269105.24081721774
15493,335747.7199222575
15494,244613.02947765493
15495,336278.28764630365
15496,574480.6040530847
15497,882573.1477721307
15498,544406.0333939395
15499,690285.7173606607
15500,224271.4526856718
15501,568554.1169216507
15502,359999.8269075493
15503,965579.2442934645
15504,567175.1639376988
15505,215200.72668657894
15506,476244.14632630436
15507,518982.8048537704
15508,558380.5731202706
15509,209820.44434493998
15510,440732.9320716534
15511,1335852.9963949465
15512,201239.2783358253
15513,259292.30975340182
15514,495929.17778725177
15515,1100519.6083130562
